country,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,payment_mode,first_trip_tz,most_impressing,total_cost,total_people,total_nights
36,1,1,0,1,2,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,350000.0,1,5
30,1,2,1,1,0,3,1,0,0,0,0,0,0,0,0,0,10,0,1,2,5801250.0,2,10
21,1,2,1,1,0,0,2,1,1,1,1,1,1,1,0,6,6,0,1,4,18564000.0,2,12
14,0,4,2,2,0,3,1,1,1,1,1,1,0,1,1,0,13,1,0,0,22466367.0,4,13
30,0,2,1,1,0,0,2,1,0,1,1,1,1,1,0,5,0,1,1,1,15399832.5,2,5
4,1,1,0,1,0,4,2,1,0,1,1,1,1,1,0,7,0,0,1,0,4624425.0,1,7
4,0,1,0,1,0,0,2,1,0,1,0,1,1,1,1,10,0,0,1,0,9945000.0,1,10
4,1,1,0,1,0,0,2,1,1,1,0,1,1,0,0,7,0,0,1,0,8536125.0,1,7
1,0,1,0,1,0,0,2,1,0,1,1,1,1,0,0,4,4,0,1,0,6930007.5,1,8
1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,7,0,1,4,3397875.0,2,21
19,0,3,1,1,0,0,1,1,1,1,1,1,1,1,1,9,0,0,1,1,2154750.0,2,9
15,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,56628.0,1,2
4,1,0,1,1,0,4,2,1,0,1,1,1,1,1,0,11,0,1,1,0,9945000.0,2,11
20,1,1,1,0,2,0,2,0,0,0,0,0,0,0,0,14,0,0,1,0,3903247.6,1,14
44,0,2,1,1,0,0,2,1,0,1,1,1,1,1,1,7,4,0,1,3,19061250.0,2,11
36,1,1,0,1,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,3,3315000.0,1,1
21,0,3,2,2,0,3,2,1,1,1,1,1,0,0,0,0,7,0,0,5,2652000.0,4,7
1,0,1,1,0,1,5,0,0,0,0,0,0,0,0,0,0,25,0,0,2,1138020.0,1,25
19,1,0,3,0,0,3,6,1,1,1,1,1,1,0,0,0,5,0,1,0,22920233.0,3,5
3,0,2,1,1,0,3,2,1,1,1,1,1,0,1,0,0,7,1,0,4,3646500.0,2,7
26,1,4,2,1,1,5,1,0,0,0,0,0,0,0,0,21,0,0,0,0,25000000.0,3,21
1,0,2,1,1,1,3,2,0,0,0,0,0,0,0,0,2,10,1,0,0,7112625.0,2,12
4,3,0,1,1,0,0,7,1,0,1,1,1,1,1,0,6,0,1,1,4,77902500.0,2,6
1,2,1,1,0,0,4,2,1,1,1,1,1,0,0,0,12,3,0,1,4,4972500.0,1,15
8,0,4,1,3,0,0,2,1,1,1,1,1,1,1,0,7,4,1,1,0,61327500.0,4,11
3,0,0,1,2,0,3,2,1,1,1,1,0,0,0,1,0,7,0,1,0,26516400.0,3,7
20,1,2,1,1,2,3,6,1,1,1,1,1,0,1,1,0,2,0,1,0,8337225.0,2,2
1,2,1,1,0,0,4,2,1,1,1,1,1,0,0,0,12,3,0,1,4,5055375.0,1,15
19,1,2,1,1,0,3,2,1,1,1,1,1,1,1,0,0,5,1,0,4,10608000.0,2,5
3,1,2,1,1,0,3,1,1,1,1,1,1,0,0,1,0,7,0,1,0,44669625.0,2,7
43,1,1,1,0,1,3,0,1,0,1,1,0,0,0,0,5,0,0,0,4,5801250.0,1,5
3,1,0,2,0,0,3,2,1,1,1,1,0,0,0,0,0,7,1,1,4,14584020.0,2,7
21,0,2,1,1,0,0,2,1,0,1,1,1,1,1,1,7,0,0,1,1,9149400.0,2,7
14,1,0,4,1,0,3,2,1,1,1,1,1,0,1,0,7,10,0,1,3,39780000.0,5,17
1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,2900625.0,2,10
21,1,2,1,1,0,3,2,1,1,1,1,1,0,0,0,0,14,0,1,2,11460116.5,2,14
6,0,2,1,1,1,0,2,1,1,1,1,1,1,1,0,7,0,1,1,0,11784825.0,2,7
4,0,1,1,0,0,0,2,1,0,1,1,1,1,1,1,11,0,0,1,4,16740750.0,1,11
6,1,1,0,1,1,5,0,0,0,0,0,0,0,0,0,3,0,0,1,5,248625.0,1,3
6,0,2,1,1,0,0,1,1,1,1,1,1,1,1,0,7,0,0,1,0,8619000.0,2,7
8,3,1,1,0,0,0,2,1,1,1,1,1,0,0,0,6,5,1,1,0,14503676.6,1,11
15,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,5,0,1,0,3,4000000.0,1,5
14,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,11,0,0,0,5,2269330.0,1,11
1,3,2,1,1,0,0,2,1,0,1,0,1,1,0,0,4,0,1,1,2,34807500.0,2,4
24,1,1,1,0,6,5,0,0,0,0,0,0,0,0,0,2,0,0,0,3,150000.0,1,2
29,1,1,0,1,2,3,1,0,0,0,0,0,0,0,0,14,0,0,0,0,400000.0,1,14
27,1,4,1,3,0,0,2,1,1,1,1,1,1,1,1,14,6,0,1,0,28177500.0,4,20
14,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,16,9,0,0,0,1650000.0,1,25
1,1,1,1,0,0,1,2,1,0,1,1,1,1,1,0,10,4,0,1,1,5693512.5,1,14
19,1,2,1,1,0,3,1,0,0,0,0,0,0,0,0,0,6,0,0,3,2269330.0,2,6
19,1,2,1,1,0,4,1,1,0,1,1,1,1,1,0,6,0,0,1,1,663000.0,2,6
1,1,1,1,0,0,0,2,1,0,1,1,1,1,1,0,9,0,0,1,1,4523629.5,1,9
4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,4,82875.0,1,4
21,1,1,0,1,0,0,2,1,1,1,1,1,1,1,1,5,0,0,1,4,5022225.0,1,5
27,1,2,1,1,0,0,6,0,0,0,0,0,0,0,0,0,4,0,1,5,2587036.2,2,4
60,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,2486250.0,1,10
4,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,165750.0,1,2
4,0,0,2,0,0,0,1,1,0,1,1,1,1,0,0,3,0,0,1,0,9969862.5,2,3
4,0,1,1,0,0,0,2,1,0,1,1,1,1,1,0,4,0,0,1,4,7480297.5,1,4
20,1,2,1,1,0,4,2,1,1,1,0,1,0,0,0,6,5,0,1,5,14977578.0,2,11
4,0,1,1,0,0,0,2,1,0,1,1,1,1,1,0,4,0,0,1,4,7806825.0,1,4
8,2,1,1,0,0,3,6,0,0,0,0,0,0,0,0,6,7,0,1,1,123000.0,1,13
20,1,2,1,1,0,0,2,1,1,1,1,1,1,1,0,4,6,0,1,4,17082195.0,2,10
84,1,1,1,0,0,3,1,0,0,0,0,0,0,0,0,1,2,0,1,1,5673325.0,1,3
33,1,4,2,1,0,0,2,1,1,1,1,1,1,1,0,5,3,0,1,4,1491750.0,3,8
2,2,0,2,0,4,0,2,0,0,0,0,0,0,0,0,23,7,0,1,4,16163940.0,2,30
4,3,1,0,1,0,0,2,1,0,1,1,1,1,1,0,11,0,0,1,4,22044750.0,1,11
4,3,1,1,0,0,0,2,1,0,1,1,1,1,1,0,4,0,0,1,4,7649362.5,1,4
20,1,4,2,2,0,3,2,1,1,1,0,1,1,1,0,6,4,0,1,2,17403750.0,4,10
35,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,663000.0,1,2
29,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,197000.0,1,2
36,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,22555000.0,1,6
100,1,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,10,0,1,1,165750.0,2,10
35,1,2,1,1,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,960000.0,2,3
11,1,1,1,0,3,2,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1491750.0,1,5
14,1,2,1,1,0,3,2,1,1,1,1,1,0,1,0,4,9,0,1,4,17065361.6,2,13
36,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2500000.0,1,2
14,0,4,2,1,0,3,2,1,1,1,1,1,1,1,1,0,20,1,1,5,14523712.0,3,20
20,1,2,2,1,0,0,2,0,0,0,0,0,0,0,0,10,11,0,1,4,19890000.0,3,21
1,1,2,1,1,0,0,2,1,0,1,1,1,1,1,0,6,7,0,1,4,18232500.0,2,13
21,1,2,1,1,0,3,2,1,1,1,1,0,1,1,0,0,7,0,1,3,7942655.0,2,7
0,1,2,1,1,0,0,2,1,1,1,1,1,1,1,0,16,4,0,1,4,24862500.0,2,20
6,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,4,1,1,0,1,331500.0,1,5
21,2,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,6,0,1,4,1657500.0,2,6
21,1,4,1,3,0,3,2,1,1,1,1,1,0,0,0,0,7,0,1,3,1361598.0,4,7
36,1,1,0,1,6,5,1,0,0,0,0,0,0,0,0,5,0,0,0,0,497250.0,1,5
36,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1170000.0,1,3
1,2,0,4,0,0,3,1,0,0,0,0,0,0,0,0,0,5,0,1,0,4309500.0,4,5
21,1,2,1,1,0,3,2,1,1,1,1,1,1,0,1,0,7,0,1,1,8169588.0,2,7
1,1,3,1,2,1,5,0,0,0,0,0,0,0,0,0,0,15,0,0,0,49725.0,3,15
14,0,0,2,1,0,3,0,1,1,1,0,1,0,0,0,0,5,0,1,5,28139692.0,3,5
30,3,2,1,1,0,0,2,1,1,1,1,1,1,1,0,4,0,1,1,4,49841025.0,2,4
30,2,1,0,1,0,1,1,1,0,1,1,1,1,1,0,9,4,0,1,4,15414750.0,1,13
20,0,0,1,1,0,0,2,1,1,1,1,1,1,1,0,6,0,0,1,2,14523712.0,2,6
14,1,2,1,1,0,3,2,0,1,1,1,0,0,0,0,0,13,0,1,3,226933.0,2,13
6,1,1,0,1,3,2,2,0,0,0,0,0,0,0,0,1,0,1,0,3,1060800.0,1,1
4,0,4,2,2,0,0,2,1,0,1,1,1,1,1,0,5,0,0,1,1,42929250.0,4,5
90,0,2,1,1,0,0,2,1,1,1,1,1,0,0,0,9,0,0,1,4,18564000.0,2,9
1,2,1,0,1,0,4,2,1,1,1,1,1,1,1,0,11,0,0,1,1,5469750.0,1,11
8,1,0,2,0,0,0,2,1,0,1,1,1,1,1,0,50,0,0,1,0,33150000.0,2,50
91,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,4,6,0,1,4,2005575.0,1,10
4,2,0,0,4,0,4,0,1,1,1,1,0,1,1,0,0,5,0,1,5,23868000.0,4,5
3,1,2,1,1,0,3,2,1,0,1,1,0,0,1,0,0,7,0,1,6,4661400.0,2,7
19,0,0,1,2,0,0,2,1,1,1,1,0,1,1,1,11,3,0,0,2,7602255.5,3,14
3,1,2,1,1,0,3,2,1,1,1,1,1,0,0,1,0,7,1,1,0,7831462.76,2,7
33,0,2,1,1,0,3,2,1,1,1,1,1,0,0,0,1,4,0,1,0,4309500.0,2,5
3,1,4,2,2,0,3,3,1,1,1,1,0,0,0,0,0,7,0,0,4,1181664.9,4,7
12,2,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,10,0,1,1,1588531.0,1,10
36,1,1,0,1,2,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,1160250.0,1,5
36,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,5,828750.0,1,2
19,2,0,2,2,0,0,2,1,1,1,0,1,0,0,0,9,5,0,1,4,16575000.0,4,14
4,3,2,1,1,0,0,2,1,1,1,1,1,1,1,0,17,0,1,1,4,21547500.0,2,17
3,0,3,2,0,0,3,0,1,0,1,1,0,0,0,0,7,2,0,0,1,3884500.0,2,9
36,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,550000.0,1,7
24,1,1,0,1,6,5,1,0,0,0,0,0,0,0,0,2,0,0,1,0,130000.0,1,2
35,1,0,0,2,6,3,3,0,0,0,0,0,0,0,0,2,0,0,1,4,165750.0,2,2
29,1,1,0,1,6,5,6,0,0,0,0,0,0,0,0,20,0,0,0,0,510000.0,1,20
36,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,5,3,0,0,4,1454900.0,1,8
8,0,0,1,1,0,0,4,1,1,1,1,1,1,1,0,7,0,0,1,4,7707375.0,2,7
30,1,2,1,1,0,0,3,1,0,1,1,1,1,1,0,5,0,0,1,4,563550.0,2,5
1,1,1,1,0,0,0,2,1,0,1,1,1,1,0,0,5,0,0,1,0,2817750.0,1,5
15,1,1,0,1,3,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1011075.0,1,6
0,1,1,1,0,0,0,2,1,0,1,1,1,1,1,1,4,0,0,1,4,3862399.66,1,4
21,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,994500.0,1,3
25,1,1,0,1,5,5,1,1,0,1,1,0,0,1,0,3,0,0,1,3,348075.0,1,3
4,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,9,6,0,1,1,9945000.0,2,15
30,0,1,1,0,0,0,2,1,1,1,1,1,1,1,1,27,0,0,1,4,11701950.0,1,27
15,1,1,0,1,3,2,6,0,0,0,0,0,0,0,0,2,0,0,1,0,94380.0,1,2
36,1,0,0,2,2,1,6,0,0,0,0,0,0,0,0,3,0,0,0,5,1050000.0,2,3
42,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,747000.0,1,7
35,1,0,1,1,2,3,6,0,0,0,0,0,0,0,0,3,0,0,1,0,1317712.5,2,3
8,0,4,2,1,0,3,2,1,0,1,1,1,1,0,0,0,4,0,1,4,3480750.0,3,4
14,1,4,2,2,0,3,6,0,0,0,0,0,0,0,0,0,14,0,1,2,5060605.9,4,14
1,1,4,2,2,0,0,2,1,1,1,0,0,1,1,0,7,4,0,1,0,29588520.0,4,11
3,1,1,0,1,3,2,6,0,0,0,0,0,0,0,0,5,0,0,0,3,248625.0,1,5
19,1,2,1,1,0,0,2,1,1,1,1,1,1,1,0,6,3,0,1,4,13956379.5,2,9
35,0,1,1,0,1,5,0,0,0,0,0,0,0,0,0,30,0,0,0,0,70000.0,1,30
21,1,2,1,1,0,0,2,1,1,1,1,0,0,0,0,0,7,0,1,0,8056121.5,2,7
4,2,1,1,0,0,1,2,1,0,1,1,1,1,1,0,14,0,0,1,0,414375.0,1,14
4,2,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3646500.0,1,0
4,0,1,0,1,0,4,1,1,0,1,1,1,1,1,0,10,0,0,1,3,8453250.0,1,10
4,2,1,1,0,0,1,2,1,0,1,1,1,1,1,0,14,0,0,1,0,331500.0,1,14
14,0,2,1,1,0,0,2,1,1,1,1,1,1,1,0,6,0,0,1,4,36962250.0,2,6
4,1,0,1,1,0,4,0,0,0,0,0,0,0,0,0,10,0,0,1,5,331500.0,2,10
4,2,1,1,0,0,0,6,1,0,1,1,1,1,1,0,14,0,0,1,4,497250.0,1,14
1,2,1,0,1,0,4,2,1,1,1,1,1,1,1,1,29,0,0,1,0,304000.0,1,29
19,1,2,1,1,0,0,2,1,1,1,1,1,1,1,1,7,4,0,1,4,2486250.0,2,11
101,1,2,1,1,0,0,2,1,0,1,1,1,1,1,0,5,5,0,1,4,1491750.0,2,10
55,1,0,0,2,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,57000.0,2,2
21,1,2,1,1,0,3,2,1,1,1,1,1,0,1,1,0,15,0,1,0,1160250.0,2,15
57,1,2,1,1,0,3,2,1,1,1,1,1,0,1,1,2,6,1,1,4,13260000.0,2,8
36,0,1,0,1,1,5,0,0,0,0,0,0,0,0,0,9,0,0,0,5,1209975.0,1,9
21,1,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,12,0,1,4,663000.0,2,12
64,2,4,2,2,0,3,2,1,1,1,1,0,1,1,0,3,11,0,1,4,14917500.0,4,14
4,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,4,24696750.0,3,5
30,0,4,4,1,0,3,0,1,1,1,1,0,0,0,1,0,6,0,0,0,16112243.0,5,6
36,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,50000.0,1,4
35,1,1,0,1,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,994500.0,1,1
28,1,0,2,0,0,3,3,0,0,0,0,0,0,0,0,10,2,0,1,4,4591275.0,2,12
4,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,8287500.0,1,11
14,1,2,1,1,0,0,2,1,1,1,0,1,0,1,0,13,7,0,1,0,13260000.0,2,20
1,0,2,1,1,0,3,6,1,1,1,1,1,1,1,0,0,5,0,1,0,5834400.0,2,5
14,0,1,0,1,0,3,6,1,1,1,1,1,1,1,1,0,10,1,1,0,10276500.0,1,10
43,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1657500.0,1,6
4,0,1,0,1,3,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,82875.0,1,4
4,0,0,0,2,3,5,2,1,1,1,0,0,1,1,1,13,0,1,1,0,28011750.0,2,13
17,0,0,4,1,1,3,7,0,0,0,0,0,0,0,0,2,43,0,0,3,14225250.0,5,45
14,1,2,1,1,0,3,1,1,1,1,0,1,1,0,1,0,9,0,1,0,3891900.95,2,9
35,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,90000.0,2,1
8,0,4,2,2,0,0,2,1,1,0,0,0,0,1,1,7,0,3,1,3,1657500.0,4,7
19,3,2,1,1,0,0,2,1,1,1,1,1,1,1,1,7,3,0,1,1,1160250.0,2,10
8,1,0,0,3,0,4,2,1,0,1,1,1,1,1,0,12,0,0,1,0,18066750.0,3,12
30,0,1,1,0,0,0,2,1,1,1,1,1,1,1,1,5,4,0,1,4,16575000.0,1,9
4,0,2,1,1,1,0,0,1,0,1,1,1,1,0,0,7,0,0,1,0,3271807.5,2,7
8,1,0,1,2,0,4,2,1,1,1,1,1,1,1,0,12,0,0,1,5,8204625.0,3,12
4,0,1,1,0,3,0,1,1,1,1,1,1,1,0,0,6,0,0,0,1,6623370.0,1,6
14,0,3,1,2,0,4,6,1,1,1,1,1,1,1,0,12,0,0,0,4,8121750.0,3,12
12,1,2,0,2,0,3,3,0,0,0,0,0,0,0,0,0,11,0,1,4,3315000.0,2,11
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,30,0,0,1,4,3315000.0,1,30
11,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,216000.0,1,3
15,1,1,0,1,6,5,1,0,0,0,0,0,0,0,0,2,0,0,0,0,331500.0,1,2
35,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,663500.0,2,2
36,0,1,0,1,2,7,6,0,0,0,0,0,0,0,0,2,0,0,0,3,423695.0,1,2
29,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,175000.0,1,4
36,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,445000.0,3,7
29,1,1,1,0,6,5,1,0,0,0,0,0,0,0,0,2,0,0,1,5,200000.0,1,2
42,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,134000.0,2,2
35,1,2,1,1,2,5,0,0,0,0,0,0,0,0,0,1,0,0,1,4,430950.0,2,1
35,1,1,0,1,2,0,6,0,0,0,0,0,0,0,0,1,0,0,0,3,497250.0,1,1
36,0,1,0,1,2,0,5,0,0,0,0,0,0,0,0,14,0,0,1,0,500000.0,1,14
42,1,1,0,1,2,0,3,0,0,0,0,0,0,0,0,6,0,0,1,2,513000.0,1,6
29,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,2,0,0,1,4,200000.0,1,2
36,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,543600.0,1,10
35,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,248625.0,1,2
29,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,4,0,0,1,3,170000.0,1,4
15,2,1,0,1,5,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2154750.0,1,10
32,1,4,2,2,0,0,3,1,0,1,1,1,1,1,0,6,0,0,1,5,10608000.0,4,6
1,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,2,0,0,1,3,1657500.0,1,2
15,1,1,0,1,2,0,6,0,0,0,0,0,0,0,0,6,0,1,0,5,3240511.95,1,6
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,7,0,1,0,4552080.0,0,21
15,1,1,0,1,1,5,0,0,0,0,0,0,0,0,0,2,0,0,0,4,141570.0,1,2
19,1,1,1,0,1,0,2,1,1,1,1,1,0,1,0,7,0,0,1,4,4765593.0,1,7
3,1,2,1,1,0,1,2,1,1,1,1,1,0,0,0,0,7,1,1,0,5237082.9,2,7
4,1,0,3,2,0,0,1,0,0,0,0,0,0,0,0,15,5,0,1,3,27348750.0,5,20
1,2,1,0,1,0,0,6,1,0,1,1,1,1,1,1,10,4,0,1,0,1823250.0,1,14
55,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,70000.0,1,3
1,2,1,1,0,4,3,0,0,0,0,0,0,0,0,0,1,26,0,1,4,597460.5,1,27
36,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,6132750.0,1,5
29,1,1,0,1,2,0,2,0,0,0,0,0,0,0,0,4,0,0,1,0,100000.0,1,4
35,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,663000.0,1,2
0,1,2,1,1,0,1,6,0,0,0,0,0,0,0,0,5,0,1,1,0,745875.0,2,5
29,1,1,0,1,1,5,7,0,0,0,0,0,0,0,0,70,0,0,0,0,250000.0,1,70
35,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,360000.0,1,1
36,1,2,1,1,2,0,5,0,0,0,0,0,0,0,0,3,0,0,0,1,3315000.0,2,3
36,1,1,0,1,6,5,0,0,0,0,0,0,0,0,0,2,0,0,0,1,500000.0,1,2
3,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,25,0,0,0,0,4143750.0,1,25
55,0,4,2,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,92000.0,3,2
35,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2652000.0,1,2
24,2,1,0,1,6,5,1,0,0,0,0,0,0,0,0,2,0,0,1,0,120000.0,1,2
20,1,1,1,0,0,0,2,1,0,1,1,1,1,1,0,4,0,0,1,4,2353650.0,1,4
3,0,2,1,1,2,0,1,0,0,0,0,0,0,0,0,40,0,0,0,0,4972500.0,2,40
3,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,40,0,0,0,0,1657500.0,1,40
14,1,1,0,1,0,0,2,1,1,1,1,1,1,1,0,4,0,0,1,1,5884125.0,1,4
30,1,2,1,1,0,0,0,1,0,1,1,1,1,1,0,7,0,0,1,4,6773747.0,2,7
14,1,1,1,0,0,0,2,1,1,1,1,1,1,1,0,4,0,0,1,1,5884125.0,1,4
20,2,2,1,1,0,1,6,0,0,0,0,0,0,0,0,10,5,0,1,3,11460116.5,2,15
4,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,22,0,0,1,1,6795750.0,1,22
1,2,1,1,0,0,3,3,0,0,0,0,0,0,0,0,13,5,0,0,4,2419950.0,1,18
25,0,1,1,0,0,5,1,1,0,1,1,0,0,1,0,3,0,0,1,5,232050.0,1,3
21,1,2,1,1,0,3,2,1,1,1,1,1,0,0,1,0,7,1,1,4,8396521.0,2,7
35,1,1,1,0,0,3,6,0,0,0,0,0,0,0,0,2,0,0,0,4,911625.0,1,2
29,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,300000.0,1,14
36,1,1,0,1,2,3,6,0,0,0,0,0,0,0,0,3,0,0,0,5,50000.0,1,3
36,1,1,0,1,6,5,0,0,0,0,0,0,0,0,0,4,0,0,0,2,622400.0,1,4
29,1,1,0,1,2,6,0,0,0,0,0,0,0,0,0,14,0,0,0,0,120000.0,1,14
42,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,735000.0,1,6
36,0,1,0,1,2,3,7,0,0,0,0,0,0,0,0,4,0,0,0,0,1000000.0,1,4
35,1,0,0,2,6,5,6,0,0,0,0,0,0,0,0,2,0,1,1,3,281775.0,2,2
21,1,2,1,1,0,1,0,1,1,1,1,1,0,0,1,7,7,0,1,2,663000.0,2,14
20,2,1,1,0,4,4,0,0,0,0,0,0,0,0,0,55,5,0,1,1,3857861.0,1,60
14,0,1,0,1,0,0,6,0,1,0,0,0,0,0,0,20,0,0,0,4,11898097.19,1,20
7,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,45,6,1,1,1,5071950.0,1,51
30,0,2,1,1,0,0,2,1,0,1,1,1,1,1,0,14,3,0,1,4,50388000.0,2,17
17,1,2,1,1,0,0,2,1,1,1,1,1,1,1,1,5,3,0,1,0,9945000.0,2,8
35,1,1,0,1,2,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,621562.5,1,2
36,1,0,0,2,2,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,300000.0,2,2
35,1,1,0,1,6,3,0,0,0,0,0,0,0,0,0,2,0,0,1,1,580125.0,1,2
35,1,0,0,2,6,5,2,0,0,0,0,0,0,0,0,2,0,0,1,4,3315000.0,2,2
35,2,1,0,1,2,5,5,0,0,0,0,0,0,0,0,2,0,0,1,0,117000.0,1,2
29,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,200000.0,0,3
60,0,1,0,1,3,0,1,0,0,0,0,0,0,0,0,5,0,1,0,3,3315000.0,1,5
36,1,1,0,1,2,6,0,0,0,0,0,0,0,0,0,10,0,0,0,2,82875.0,1,10
29,2,0,3,3,1,3,2,0,0,0,0,0,0,0,0,4,1,0,1,0,470000.0,6,5
35,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,994500.0,1,2
35,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,663200.0,2,4
29,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,66300.0,1,6
20,0,0,2,2,0,0,0,0,1,1,0,1,1,1,0,9,0,0,1,2,20877836.0,4,9
4,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,4,0,1,1,1,8287500.0,1,4
15,2,1,1,0,1,5,0,0,0,0,0,0,0,0,0,3,0,0,1,0,90000.0,1,3
34,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,6,0,0,1,5,1657500.0,1,6
27,1,3,1,3,0,0,2,1,1,1,0,1,1,0,0,7,5,0,1,4,26520000.0,4,12
43,0,1,0,1,1,7,0,0,0,0,0,0,0,0,0,0,30,0,0,2,1000000.0,1,30
21,1,2,1,1,0,7,2,1,1,1,1,1,0,1,0,0,7,0,1,3,7942655.0,2,7
90,1,1,0,1,0,0,3,1,1,1,1,1,1,1,1,5,0,1,1,4,6961500.0,1,5
4,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1657500.0,1,3
90,0,1,1,0,0,0,2,1,1,1,1,1,0,0,0,6,0,1,1,3,34641750.0,1,6
21,1,4,1,2,0,3,0,1,1,1,1,1,0,0,0,0,6,0,0,3,10276500.0,3,6
3,1,1,1,0,0,1,7,0,0,0,0,0,0,0,0,3,0,0,0,0,497250.0,1,3
